production_id,product_id,facility_id,quantity_produced,defect_rate_pct,defective_units,batch_number
PRD_006760,PROD_018,FAC_09,452,0.013951020661681308,6,BATCH_634478
PRD_006761,PROD_043,FAC_16,432,0.02848719176960887,12,BATCH_170625
PRD_006762,PROD_089,FAC_09,468,0.024376577280831986,11,BATCH_838626
PRD_006763,PROD_074,FAC_24,378,0.01186709225606854,4,BATCH_819156
PRD_006764,PROD_010,FAC_22,439,0.034369995411728256,15,BATCH_621607
PRD_006765,PROD_134,FAC_23,396,0.0345357328856381,14,BATCH_825533
PRD_006766,PROD_089,FAC_07,333,0.01621736657579517,5,BATCH_979854
PRD_006767,PROD_132,FAC_11,373,0.027595498487565994,10,BATCH_335620
PRD_006768,PROD_034,FAC_17,411,0.025441012220587287,10,BATCH_238306
PRD_006769,PROD_083,FAC_24,446,0.02251730991184896,10,BATCH_976753
PRD_006770,PROD_132,FAC_22,448,0.01042556282659829,5,BATCH_404508
PRD_006771,PROD_098,FAC_23,449,0.019035415809475435,9,BATCH_233572
PRD_006772,PROD_031,FAC_10,391,0.026897948663614654,11,BATCH_773280
PRD_006773,PROD_080,FAC_15,460,0.03465015449461442,16,BATCH_415002
PRD_006774,PROD_060,FAC_10,466,0.02340846474512973,11,BATCH_616047
PRD_006775,PROD_002,FAC_02,370,0.02756558478966233,10,BATCH_890910
PRD_006776,PROD_036,FAC_16,445,0.03241674767941129,14,BATCH_760387
PRD_006777,PROD_125,FAC_07,321,0.023413454219276715,8,BATCH_735108
PRD_006778,PROD_103,FAC_24,329,0.027935623635871404,9,BATCH_162648
PRD_006779,PROD_116,FAC_21,437,0.018741865619081723,8,BATCH_716298
PRD_006780,PROD_101,FAC_15,349,0.013756742927804176,5,BATCH_607309
PRD_006781,PROD_046,FAC_17,384,0.0197911850234172,8,BATCH_409885
PRD_006782,PROD_080,FAC_22,428,0.0076687758548578695,3,BATCH_921035
PRD_006783,PROD_107,FAC_13,363,0.032899916166397605,12,BATCH_307819
PRD_006784,PROD_044,FAC_19,361,0.014312864225902833,5,BATCH_795780
PRD_006785,PROD_147,FAC_21,322,0.01883097806260516,6,BATCH_716201
PRD_006786,PROD_049,FAC_25,430,0.02460136290883962,11,BATCH_630914
PRD_006787,PROD_088,FAC_23,477,0.020134836620507128,10,BATCH_552487
PRD_006788,PROD_058,FAC_08,347,0.013483406222440646,5,BATCH_953559
PRD_006789,PROD_091,FAC_22,370,0.034528752240532416,13,BATCH_400432
PRD_006790,PROD_135,FAC_09,434,0.030448814172261005,13,BATCH_563415
PRD_006791,PROD_094,FAC_19,444,0.008083626785840688,4,BATCH_910826
PRD_006792,PROD_078,FAC_17,332,0.016021667464350728,5,BATCH_671096
PRD_006793,PROD_122,FAC_10,359,0.010828790464639845,4,BATCH_127887
PRD_006794,PROD_143,FAC_14,473,0.01936017355217471,9,BATCH_506836
PRD_006795,PROD_076,FAC_12,423,0.01126387773703436,5,BATCH_464810
PRD_006796,PROD_053,FAC_20,477,0.014368203796727399,7,BATCH_121401
PRD_006797,PROD_023,FAC_24,471,0.020626957302496536,10,BATCH_362455
PRD_006798,PROD_077,FAC_22,357,0.009322545342202523,3,BATCH_547583
PRD_006799,PROD_073,FAC_07,424,0.03082834411980609,13,BATCH_307696
PRD_006800,PROD_088,FAC_09,429,0.01587951015620806,7,BATCH_265489
PRD_006801,PROD_103,FAC_18,335,0.032428993484778686,11,BATCH_653208
PRD_006802,PROD_094,FAC_07,429,0.00590270759016708,3,BATCH_668671
PRD_006803,PROD_060,FAC_04,374,0.028151016417033083,11,BATCH_459925
PRD_006804,PROD_010,FAC_23,446,0.03094853863073508,14,BATCH_407401
PRD_006805,PROD_102,FAC_08,399,0.034537105886448885,14,BATCH_190578
PRD_006806,PROD_058,FAC_18,371,0.008956098446477549,3,BATCH_107941
PRD_006807,PROD_143,FAC_15,368,0.018012467925686858,7,BATCH_426856
PRD_006808,PROD_009,FAC_07,367,0.0278092634837237,10,BATCH_708870
PRD_006809,PROD_013,FAC_08,393,0.020406760345050297,8,BATCH_530604
PRD_006810,PROD_137,FAC_01,401,0.02962371723262141,12,BATCH_905368
PRD_006811,PROD_131,FAC_11,357,0.03451710487579273,12,BATCH_631534
PRD_006812,PROD_073,FAC_10,336,0.027699391423042032,9,BATCH_549499
PRD_006813,PROD_116,FAC_05,360,0.027265658488416486,10,BATCH_115734
PRD_006814,PROD_125,FAC_25,373,0.022036873475958698,8,BATCH_667232
PRD_006815,PROD_111,FAC_02,359,0.018894844887785558,7,BATCH_772968
PRD_006816,PROD_071,FAC_22,350,0.030050680408773085,11,BATCH_967773
PRD_006817,PROD_089,FAC_02,409,0.011986317397538672,5,BATCH_594899
PRD_006818,PROD_020,FAC_19,473,0.030843550407373493,15,BATCH_203601
PRD_006819,PROD_081,FAC_16,395,0.030120621332947132,12,BATCH_610030
PRD_006820,PROD_090,FAC_11,465,0.027115639539178102,13,BATCH_948281
PRD_006821,PROD_019,FAC_14,354,0.025876533354947318,9,BATCH_142904
PRD_006822,PROD_112,FAC_22,442,0.005242453004673467,2,BATCH_246847
PRD_006823,PROD_131,FAC_05,439,0.034712590347012476,15,BATCH_483227
PRD_006824,PROD_107,FAC_04,375,0.016757370342961632,6,BATCH_471108
PRD_006825,PROD_121,FAC_23,436,0.016394714777007897,7,BATCH_946636
PRD_006826,PROD_092,FAC_19,349,0.03465118141579434,12,BATCH_768860
PRD_006827,PROD_147,FAC_10,394,0.0122566744772983,5,BATCH_815078
PRD_006828,PROD_080,FAC_23,371,0.033593951964824675,12,BATCH_849148
PRD_006829,PROD_031,FAC_09,374,0.01655574740534733,6,BATCH_126272
PRD_006830,PROD_053,FAC_18,457,0.007945556838242489,4,BATCH_238212
PRD_006831,PROD_113,FAC_05,353,0.020692178794002196,7,BATCH_208659
PRD_006832,PROD_034,FAC_17,478,0.026186905549378806,13,BATCH_373060
PRD_006833,PROD_031,FAC_23,475,0.023271600252775353,11,BATCH_451702
PRD_006834,PROD_139,FAC_18,426,0.03356512059982432,14,BATCH_328829
PRD_006835,PROD_006,FAC_21,356,0.016511599719778763,6,BATCH_989717
PRD_006836,PROD_027,FAC_01,479,0.018260136240525082,9,BATCH_424694
PRD_006837,PROD_007,FAC_14,354,0.01237793506372874,4,BATCH_670131
PRD_006838,PROD_049,FAC_14,404,0.02233520805124517,9,BATCH_114224
PRD_006839,PROD_096,FAC_14,351,0.03318940079511965,12,BATCH_478918
PRD_006840,PROD_060,FAC_01,327,0.015368438271053251,5,BATCH_458014
PRD_006841,PROD_033,FAC_04,342,0.008448761326497458,3,BATCH_399536
PRD_006842,PROD_047,FAC_23,412,0.015983637457544976,7,BATCH_367445
PRD_006843,PROD_119,FAC_07,338,0.03149597860703222,11,BATCH_316704
PRD_006844,PROD_027,FAC_24,364,0.03200517736345264,12,BATCH_813180
PRD_006845,PROD_022,FAC_12,355,0.008658833501860922,3,BATCH_401465
PRD_006846,PROD_047,FAC_13,375,0.02793590056347207,10,BATCH_611361
PRD_006847,PROD_093,FAC_25,383,0.00924925106419398,4,BATCH_373836
PRD_006848,PROD_002,FAC_15,381,0.0315326928172201,12,BATCH_458322
PRD_006849,PROD_143,FAC_20,378,0.019256125323105378,7,BATCH_356267
PRD_006850,PROD_047,FAC_02,320,0.03196298568627175,10,BATCH_751273
PRD_006851,PROD_027,FAC_14,416,0.00723490384999779,3,BATCH_760492
PRD_006852,PROD_027,FAC_12,396,0.007291883610364902,3,BATCH_683590
PRD_006853,PROD_141,FAC_13,324,0.033060041283132495,11,BATCH_385041
PRD_006854,PROD_145,FAC_14,466,0.028170252773569587,13,BATCH_957124
PRD_006855,PROD_075,FAC_03,377,0.009366108813262074,4,BATCH_402005
PRD_006856,PROD_010,FAC_25,376,0.03171479455227677,12,BATCH_614999
PRD_006857,PROD_121,FAC_13,392,0.030613556678550584,12,BATCH_807903
PRD_006858,PROD_033,FAC_08,453,0.021133531617612437,10,BATCH_588005
PRD_006859,PROD_126,FAC_16,404,0.009951868706280112,4,BATCH_629983
PRD_006860,PROD_008,FAC_06,341,0.017673091086587826,6,BATCH_444346
PRD_006861,PROD_135,FAC_11,372,0.021507946679802617,8,BATCH_935149
PRD_006862,PROD_071,FAC_15,376,0.011286751642446101,4,BATCH_121882
PRD_006863,PROD_135,FAC_19,445,0.030753804164652628,14,BATCH_238138
PRD_006864,PROD_041,FAC_24,422,0.030006554202895636,13,BATCH_244853
PRD_006865,PROD_118,FAC_02,431,0.005699160979997362,2,BATCH_381699
PRD_006866,PROD_055,FAC_11,370,0.0055894489893611385,2,BATCH_926014
PRD_006867,PROD_007,FAC_20,324,0.018105219609102385,6,BATCH_438374
PRD_006868,PROD_084,FAC_20,469,0.03272617469805648,15,BATCH_787893
PRD_006869,PROD_146,FAC_09,433,0.028043580322780287,12,BATCH_661166
PRD_006870,PROD_078,FAC_24,454,0.03375399418848701,15,BATCH_945738
PRD_006871,PROD_053,FAC_23,383,0.013518871240806935,5,BATCH_577297
PRD_006872,PROD_014,FAC_04,345,0.034044920902739896,12,BATCH_602622
PRD_006873,PROD_149,FAC_23,344,0.020945210728991536,7,BATCH_676970
PRD_006874,PROD_113,FAC_17,388,0.02333044913294071,9,BATCH_713460
PRD_006875,PROD_057,FAC_24,479,0.01186701530395493,6,BATCH_167712
PRD_006876,PROD_091,FAC_08,327,0.018841388649905404,6,BATCH_759926
PRD_006877,PROD_046,FAC_25,328,0.02768681035764926,9,BATCH_717468
PRD_006878,PROD_091,FAC_25,373,0.015532963031061643,6,BATCH_911804
PRD_006879,PROD_133,FAC_16,339,0.007090003193281746,2,BATCH_861792
PRD_006880,PROD_102,FAC_01,458,0.030132596731635545,14,BATCH_940317
PRD_006881,PROD_106,FAC_10,431,0.006001836749054834,3,BATCH_149499
PRD_006882,PROD_128,FAC_07,446,0.00788875271921406,4,BATCH_226841
PRD_006883,PROD_032,FAC_15,455,0.024113020753503252,11,BATCH_130374
PRD_006884,PROD_006,FAC_01,353,0.025055059121606306,9,BATCH_416423
PRD_006885,PROD_074,FAC_22,387,0.02149528874017643,8,BATCH_742099
PRD_006886,PROD_135,FAC_16,462,0.007332775339826745,3,BATCH_515266
PRD_006887,PROD_029,FAC_21,465,0.028305612805696805,13,BATCH_832336
PRD_006888,PROD_034,FAC_02,458,0.022946216445318895,11,BATCH_398902
PRD_006889,PROD_007,FAC_03,466,0.025114240970590937,12,BATCH_157553
PRD_006890,PROD_081,FAC_15,392,0.005087026923723785,2,BATCH_779295
PRD_006891,PROD_077,FAC_24,344,0.007636924492960189,3,BATCH_455027
PRD_006892,PROD_058,FAC_18,469,0.026627865669308137,12,BATCH_982311
PRD_006893,PROD_085,FAC_15,457,0.025333229691688545,12,BATCH_456513
PRD_006894,PROD_073,FAC_04,400,0.010950623855117369,4,BATCH_510066
PRD_006895,PROD_045,FAC_03,371,0.020146157390144297,7,BATCH_939376
PRD_006896,PROD_047,FAC_07,396,0.01437215335618042,6,BATCH_207447
PRD_006897,PROD_077,FAC_24,387,0.023747088750595113,9,BATCH_466271
PRD_006898,PROD_073,FAC_20,347,0.02892465771578835,10,BATCH_964602
PRD_006899,PROD_116,FAC_22,477,0.010641047527804978,5,BATCH_933105
PRD_006900,PROD_030,FAC_19,468,0.02447915909894877,11,BATCH_971040
PRD_006901,PROD_071,FAC_23,462,0.01803162347549914,8,BATCH_586495
PRD_006902,PROD_145,FAC_08,450,0.010782633585689275,5,BATCH_232691
PRD_006903,PROD_103,FAC_07,400,0.016895790707629362,7,BATCH_743651
PRD_006904,PROD_133,FAC_04,416,0.008126844491539111,3,BATCH_366407
PRD_006905,PROD_104,FAC_10,327,0.024729875132821502,8,BATCH_505404
PRD_006906,PROD_122,FAC_25,456,0.03494592496928789,16,BATCH_987172
PRD_006907,PROD_129,FAC_10,441,0.026997971421510402,12,BATCH_425795
PRD_006908,PROD_031,FAC_15,409,0.030559635376742018,12,BATCH_298552
PRD_006909,PROD_109,FAC_24,449,0.011772996846618675,5,BATCH_515738
PRD_006910,PROD_072,FAC_22,459,0.00818563359752722,4,BATCH_206181
PRD_006911,PROD_127,FAC_18,338,0.005064396268344195,2,BATCH_511515
PRD_006912,PROD_085,FAC_10,346,0.026887772241527667,9,BATCH_381036
PRD_006913,PROD_015,FAC_23,471,0.029694175026214277,14,BATCH_133360
PRD_006914,PROD_056,FAC_09,335,0.010672648613457635,4,BATCH_208701
PRD_006915,PROD_027,FAC_25,321,0.019348523979331518,6,BATCH_339654
PRD_006916,PROD_002,FAC_25,468,0.0225508018249133,11,BATCH_169625
PRD_006917,PROD_074,FAC_09,329,0.033745661115310535,11,BATCH_929899
PRD_006918,PROD_064,FAC_22,425,0.032418319484270514,14,BATCH_798903
PRD_006919,PROD_005,FAC_16,336,0.005472149837416343,2,BATCH_580259
PRD_006920,PROD_091,FAC_17,326,0.006476737921780901,2,BATCH_328301
PRD_006921,PROD_068,FAC_16,365,0.033767036433196077,12,BATCH_159294
PRD_006922,PROD_141,FAC_06,329,0.006742985630130327,2,BATCH_689712
PRD_006923,PROD_081,FAC_05,335,0.022460058065905033,8,BATCH_649818
PRD_006924,PROD_085,FAC_07,320,0.007378249856565935,2,BATCH_634718
PRD_006925,PROD_023,FAC_13,456,0.025006142624134996,11,BATCH_656423
PRD_006926,PROD_097,FAC_08,332,0.010526283045644135,3,BATCH_489272
PRD_006927,PROD_124,FAC_01,463,0.0060244890713687035,3,BATCH_232490
PRD_006928,PROD_037,FAC_10,349,0.01336493260686588,5,BATCH_286329
PRD_006929,PROD_030,FAC_20,391,0.02094026079932203,8,BATCH_965177
PRD_006930,PROD_117,FAC_20,330,0.021050012647704577,7,BATCH_587915
PRD_006931,PROD_009,FAC_01,432,0.027906258716516412,12,BATCH_973373
PRD_006932,PROD_132,FAC_20,394,0.006814396341158926,3,BATCH_689501
PRD_006933,PROD_066,FAC_23,367,0.005245488092639908,2,BATCH_240937
PRD_006934,PROD_120,FAC_14,326,0.026426217111786447,9,BATCH_834682
PRD_006935,PROD_124,FAC_15,320,0.03362721165737136,11,BATCH_347432
PRD_006936,PROD_044,FAC_06,406,0.010781272482445677,4,BATCH_105081
PRD_006937,PROD_109,FAC_20,351,0.009497180190311805,3,BATCH_937315
PRD_006938,PROD_037,FAC_02,381,0.01528864963529742,6,BATCH_824484
PRD_006939,PROD_067,FAC_07,462,0.026066989550234544,12,BATCH_238084
PRD_006940,PROD_060,FAC_24,411,0.027853974382726857,11,BATCH_285461
PRD_006941,PROD_036,FAC_25,397,0.03310069950552501,13,BATCH_381615
PRD_006942,PROD_049,FAC_25,396,0.029057741171640457,12,BATCH_446444
PRD_006943,PROD_107,FAC_20,353,0.005832757937490705,2,BATCH_915873
PRD_006944,PROD_008,FAC_19,467,0.011191321499140398,5,BATCH_268721
PRD_006945,PROD_041,FAC_05,437,0.01566589775773351,7,BATCH_711290
PRD_006946,PROD_101,FAC_22,343,0.03340734728989637,11,BATCH_247748
PRD_006947,PROD_113,FAC_08,347,0.02316829968596331,8,BATCH_128388
PRD_006948,PROD_109,FAC_03,330,0.03488952141107,12,BATCH_753616
PRD_006949,PROD_086,FAC_13,477,0.014528642348533998,7,BATCH_995752
PRD_006950,PROD_078,FAC_06,357,0.03264149390162335,12,BATCH_585569
PRD_006951,PROD_055,FAC_21,448,0.02595902981354192,12,BATCH_690493
PRD_006952,PROD_110,FAC_23,440,0.031611940959954475,14,BATCH_236758
PRD_006953,PROD_146,FAC_14,428,0.032678745348585635,14,BATCH_891313
PRD_006954,PROD_065,FAC_25,384,0.018590743269354105,7,BATCH_814859
PRD_006955,PROD_064,FAC_07,383,0.031158597341276417,12,BATCH_760261
PRD_006956,PROD_140,FAC_11,328,0.03449717235504748,11,BATCH_281260
PRD_006957,PROD_118,FAC_22,351,0.025013510407927285,9,BATCH_516793
PRD_006958,PROD_042,FAC_09,373,0.012771366575947424,5,BATCH_599742
PRD_006959,PROD_117,FAC_10,444,0.013079683471910537,6,BATCH_122582
PRD_006960,PROD_050,FAC_20,345,0.02757191948773671,10,BATCH_768927
PRD_006961,PROD_048,FAC_17,381,0.014859485702528465,6,BATCH_808598
PRD_006962,PROD_073,FAC_08,428,0.01733140237749633,7,BATCH_272351
PRD_006963,PROD_136,FAC_22,453,0.020795660823945218,9,BATCH_331303
PRD_006964,PROD_135,FAC_06,437,0.032350546073370415,14,BATCH_785919
PRD_006965,PROD_106,FAC_21,349,0.026339626598970774,9,BATCH_300311
PRD_006966,PROD_008,FAC_11,470,0.013729596202376456,6,BATCH_226932
PRD_006967,PROD_110,FAC_03,422,0.009010283361426648,4,BATCH_844146
PRD_006968,PROD_031,FAC_06,344,0.013694023556715559,5,BATCH_804653
PRD_006969,PROD_012,FAC_17,460,0.015005620618081209,7,BATCH_984792
PRD_006970,PROD_127,FAC_07,472,0.026978620430643033,13,BATCH_673655
PRD_006971,PROD_057,FAC_06,336,0.01775736179667019,6,BATCH_896493
PRD_006972,PROD_140,FAC_21,427,0.03493809472383822,15,BATCH_976619
PRD_006973,PROD_027,FAC_13,346,0.006034817715220845,2,BATCH_255407
PRD_006974,PROD_046,FAC_14,458,0.01562754322540696,7,BATCH_559742
PRD_006975,PROD_135,FAC_19,453,0.007577965433894082,3,BATCH_622909
PRD_006976,PROD_061,FAC_08,398,0.01570169644819713,6,BATCH_304053
PRD_006977,PROD_058,FAC_13,356,0.018011421208337906,6,BATCH_126801
PRD_006978,PROD_013,FAC_20,431,0.031734379587080225,14,BATCH_277250
PRD_006979,PROD_100,FAC_09,425,0.01776086666785379,8,BATCH_388656
PRD_006980,PROD_049,FAC_25,439,0.005765095344579657,3,BATCH_780102
PRD_006981,PROD_035,FAC_05,378,0.03365563922536786,13,BATCH_955511
PRD_006982,PROD_094,FAC_11,329,0.0093576822960816,3,BATCH_899401
PRD_006983,PROD_095,FAC_07,320,0.028211307407056546,9,BATCH_199958
PRD_006984,PROD_145,FAC_06,371,0.011008044271348275,4,BATCH_395897
PRD_006985,PROD_072,FAC_12,465,0.03270000465468018,15,BATCH_747958
PRD_006986,PROD_123,FAC_12,406,0.011796339528806103,5,BATCH_737380
PRD_006987,PROD_010,FAC_06,324,0.03065497087789754,10,BATCH_245343
PRD_006988,PROD_004,FAC_04,447,0.017436724300819165,8,BATCH_564776
PRD_006989,PROD_125,FAC_13,421,0.018414292587030142,8,BATCH_550401
PRD_006990,PROD_029,FAC_12,437,0.023876220886693708,10,BATCH_320644
PRD_006991,PROD_046,FAC_15,436,0.01962263410722813,9,BATCH_294695
PRD_006992,PROD_077,FAC_08,422,0.015102298893047095,6,BATCH_589023
PRD_006993,PROD_059,FAC_13,412,0.012278131862424681,5,BATCH_662727
PRD_006994,PROD_066,FAC_11,367,0.012987046427347774,5,BATCH_259630
PRD_006995,PROD_107,FAC_11,352,0.026106978706842088,9,BATCH_147065
PRD_006996,PROD_086,FAC_11,422,0.008262471102748727,3,BATCH_706936
PRD_006997,PROD_133,FAC_19,344,0.0218469763647316,8,BATCH_974577
PRD_006998,PROD_009,FAC_21,363,0.01638529421205692,6,BATCH_522795
PRD_006999,PROD_020,FAC_17,410,0.01559365224719492,6,BATCH_527919
PRD_007000,PROD_149,FAC_01,440,0.0264647417114849,12,BATCH_438971
PRD_007001,PROD_127,FAC_13,430,0.02009683094574716,9,BATCH_989019
PRD_007002,PROD_017,FAC_25,385,0.007315794795342941,3,BATCH_234043
PRD_007003,PROD_012,FAC_20,447,0.03228702459760822,14,BATCH_964663
PRD_007004,PROD_082,FAC_09,472,0.03194059062990378,15,BATCH_227845
PRD_007005,PROD_067,FAC_23,342,0.017760691675321887,6,BATCH_524578
PRD_007006,PROD_133,FAC_24,419,0.005412675927043232,2,BATCH_477494
PRD_007007,PROD_053,FAC_11,406,0.006807544425284438,3,BATCH_895089
PRD_007008,PROD_147,FAC_09,439,0.01974791230079078,9,BATCH_738817
PRD_007009,PROD_145,FAC_17,440,0.007442854957155626,3,BATCH_775673
PRD_007010,PROD_054,FAC_07,347,0.018296800384478756,6,BATCH_387676
PRD_007011,PROD_068,FAC_08,327,0.010692432294954222,3,BATCH_139554
PRD_007012,PROD_035,FAC_02,476,0.029074155563625827,14,BATCH_366086
PRD_007013,PROD_088,FAC_14,431,0.016027217139321415,7,BATCH_615873
PRD_007014,PROD_141,FAC_10,462,0.016354652733901465,8,BATCH_410172
PRD_007015,PROD_015,FAC_09,334,0.005748040125437837,2,BATCH_728053
PRD_007016,PROD_015,FAC_01,356,0.024612921240967388,9,BATCH_774604
PRD_007017,PROD_031,FAC_12,466,0.028203934164760476,13,BATCH_990727
PRD_007018,PROD_107,FAC_14,426,0.012904279043407206,5,BATCH_158587
PRD_007019,PROD_010,FAC_19,439,0.023503882779180828,10,BATCH_814135
PRD_007020,PROD_057,FAC_11,404,0.02440686022653427,10,BATCH_513011
PRD_007021,PROD_007,FAC_09,437,0.02388996159933853,10,BATCH_446017
PRD_007022,PROD_133,FAC_17,411,0.025949206997909365,11,BATCH_917754
PRD_007023,PROD_125,FAC_20,355,0.02854964310878873,10,BATCH_847824
PRD_007024,PROD_119,FAC_06,399,0.02774149939785867,11,BATCH_303855
PRD_007025,PROD_080,FAC_06,331,0.02222097695921488,7,BATCH_630068
PRD_007026,PROD_124,FAC_20,347,0.0331662478145571,12,BATCH_209838
PRD_007027,PROD_057,FAC_10,352,0.02841379855359659,10,BATCH_666284
PRD_007028,PROD_072,FAC_10,394,0.031725751731692134,12,BATCH_326191
PRD_007029,PROD_028,FAC_17,398,0.02023477751674528,8,BATCH_313020
PRD_007030,PROD_036,FAC_21,398,0.02601429497837655,10,BATCH_990659
PRD_007031,PROD_056,FAC_14,369,0.030892402192154427,11,BATCH_536011
PRD_007032,PROD_116,FAC_05,348,0.021193225419092257,7,BATCH_849966
PRD_007033,PROD_059,FAC_03,377,0.03122091501363595,12,BATCH_172202
PRD_007034,PROD_123,FAC_11,345,0.026757025464147228,9,BATCH_257723
PRD_007035,PROD_066,FAC_19,342,0.027613472373012843,9,BATCH_694768
PRD_007036,PROD_009,FAC_20,336,0.03282030938485546,11,BATCH_797152
PRD_007037,PROD_134,FAC_19,452,0.014908937124023563,7,BATCH_448409
PRD_007038,PROD_119,FAC_14,378,0.02283998491355264,9,BATCH_513419
PRD_007039,PROD_122,FAC_15,463,0.013179803605194596,6,BATCH_964314
PRD_007040,PROD_065,FAC_03,422,0.0208755156444514,9,BATCH_496657
PRD_007041,PROD_131,FAC_03,413,0.018309465990580958,8,BATCH_910547
PRD_007042,PROD_127,FAC_23,468,0.018722687597694763,9,BATCH_858370
PRD_007043,PROD_087,FAC_09,324,0.011257314225068552,4,BATCH_949978
PRD_007044,PROD_033,FAC_11,345,0.02376502150531193,8,BATCH_183213
PRD_007045,PROD_137,FAC_15,431,0.028867346507549,12,BATCH_969410
PRD_007046,PROD_053,FAC_17,445,0.013059736834579668,6,BATCH_428194
PRD_007047,PROD_092,FAC_24,405,0.008717783057878507,4,BATCH_105823
PRD_007048,PROD_051,FAC_12,428,0.012660778283110638,5,BATCH_156158
PRD_007049,PROD_071,FAC_17,321,0.027656916279625094,9,BATCH_699536
PRD_007050,PROD_144,FAC_09,363,0.00690215209190638,3,BATCH_983750
PRD_007051,PROD_040,FAC_13,425,0.023534046141811732,10,BATCH_733316
PRD_007052,PROD_039,FAC_08,473,0.029594254465557194,14,BATCH_417663
PRD_007053,PROD_121,FAC_22,428,0.029049647540955167,12,BATCH_714726
PRD_007054,PROD_085,FAC_06,363,0.034626119265016186,13,BATCH_391672
PRD_007055,PROD_137,FAC_23,466,0.028699607393115372,13,BATCH_801021
PRD_007056,PROD_037,FAC_24,368,0.009045052752749307,3,BATCH_333052
PRD_007057,PROD_087,FAC_07,410,0.015413652711777828,6,BATCH_422708
PRD_007058,PROD_129,FAC_01,400,0.01150945003811171,5,BATCH_389679
PRD_007059,PROD_063,FAC_10,453,0.016291409430249166,7,BATCH_334232
PRD_007060,PROD_043,FAC_15,470,0.024107457673807904,11,BATCH_910025
PRD_007061,PROD_100,FAC_14,401,0.013694977923759812,5,BATCH_543100
PRD_007062,PROD_105,FAC_04,362,0.008863054424725708,3,BATCH_186406
PRD_007063,PROD_008,FAC_04,363,0.026426090532477315,10,BATCH_806947
PRD_007064,PROD_049,FAC_09,385,0.00851586783181915,3,BATCH_216283
PRD_007065,PROD_096,FAC_15,364,0.03343710139729833,12,BATCH_333214
PRD_007066,PROD_123,FAC_12,338,0.023557316033624386,8,BATCH_535772
PRD_007067,PROD_047,FAC_09,323,0.027932214095756625,9,BATCH_173925
PRD_007068,PROD_025,FAC_03,416,0.02972842813640849,12,BATCH_418976
PRD_007069,PROD_131,FAC_15,417,0.024290343697276773,10,BATCH_688642
PRD_007070,PROD_114,FAC_25,415,0.026059927282349894,11,BATCH_526782
PRD_007071,PROD_099,FAC_21,456,0.02871044528781869,13,BATCH_166504
PRD_007072,PROD_096,FAC_11,420,0.018622752621967484,8,BATCH_748931
PRD_007073,PROD_034,FAC_06,367,0.0050826367690907275,2,BATCH_515578
PRD_007074,PROD_109,FAC_15,337,0.03400964138389397,11,BATCH_933660
PRD_007075,PROD_092,FAC_07,359,0.012281656060432841,4,BATCH_153534
PRD_007076,PROD_008,FAC_19,384,0.009490683502225834,4,BATCH_393796
PRD_007077,PROD_063,FAC_14,471,0.03257638958159003,15,BATCH_405114
PRD_007078,PROD_082,FAC_04,433,0.02123712378226406,9,BATCH_184853
PRD_007079,PROD_025,FAC_21,372,0.013269802733741596,5,BATCH_416685
PRD_007080,PROD_129,FAC_01,381,0.032952954033594974,13,BATCH_889975
PRD_007081,PROD_008,FAC_24,445,0.030660890228217712,14,BATCH_382434
PRD_007082,PROD_124,FAC_23,433,0.018674354007478886,8,BATCH_588184
PRD_007083,PROD_149,FAC_13,380,0.0336854780732282,13,BATCH_818631
PRD_007084,PROD_098,FAC_11,459,0.007796652421891817,4,BATCH_355752
PRD_007085,PROD_101,FAC_18,368,0.0331282377036281,12,BATCH_473108
PRD_007086,PROD_111,FAC_23,469,0.018810946285864476,9,BATCH_878540
PRD_007087,PROD_003,FAC_09,409,0.018843030926340144,8,BATCH_360842
PRD_007088,PROD_135,FAC_21,387,0.018599634361163474,7,BATCH_737589
PRD_007089,PROD_100,FAC_11,390,0.017915003450012932,7,BATCH_679486
PRD_007090,PROD_011,FAC_06,470,0.021121350530688462,10,BATCH_272593
PRD_007091,PROD_059,FAC_16,414,0.03485480402931409,14,BATCH_534878
PRD_007092,PROD_140,FAC_05,454,0.005434391171646926,2,BATCH_435034
PRD_007093,PROD_079,FAC_01,445,0.02000209572874628,9,BATCH_994418
PRD_007094,PROD_038,FAC_22,341,0.013508886748741847,5,BATCH_770623
PRD_007095,PROD_122,FAC_14,422,0.010144194956728594,4,BATCH_485213
PRD_007096,PROD_065,FAC_23,359,0.032752826576784536,12,BATCH_210603
PRD_007097,PROD_146,FAC_21,466,0.016534573493471993,8,BATCH_920255
PRD_007098,PROD_046,FAC_19,372,0.021391921324221005,8,BATCH_635687
PRD_007099,PROD_125,FAC_06,349,0.03291132242170476,11,BATCH_675394
PRD_007100,PROD_056,FAC_12,473,0.01938222138278378,9,BATCH_763374
PRD_007101,PROD_007,FAC_07,442,0.013645911964885037,6,BATCH_615056
PRD_007102,PROD_105,FAC_10,439,0.007903583636271725,3,BATCH_885209
PRD_007103,PROD_040,FAC_10,469,0.022950983812147753,11,BATCH_840885
PRD_007104,PROD_097,FAC_25,380,0.03234780186113606,12,BATCH_417242
PRD_007105,PROD_052,FAC_13,392,0.007422860086026303,3,BATCH_778494
PRD_007106,PROD_031,FAC_07,365,0.018377667811967337,7,BATCH_926888
PRD_007107,PROD_007,FAC_19,377,0.024938877169058477,9,BATCH_241866
