customer_id,customer_name,country,channel_type,size,annual_volume_usd
CUST_1364,Distributor_1364,Vietnam,Distributor,Small,1524851.83
CUST_1365,Distributor_1365,Vietnam,Distributor,Medium,1340577.44
CUST_1366,Distributor_1366,UAE,Retail Store,Small,912614.74
CUST_1367,Distributor_1367,UK,Distributor,Small,680884.3
CUST_1368,Distributor_1368,UAE,Direct-to-Consumer,Small,298370.47
CUST_1369,Distributor_1369,USA,Retail Store,Medium,234116.85
CUST_1370,Distributor_1370,UK,Online Retail,Medium,1022993.68
CUST_1371,Distributor_1371,Vietnam,Direct-to-Consumer,Medium,833953.07
CUST_1372,Distributor_1372,South Korea,Online Retail,Medium,632626.6
CUST_1373,Distributor_1373,USA,Direct-to-Consumer,Medium,1438667.24
CUST_1374,Distributor_1374,UAE,Distributor,Medium,339024.05
CUST_1375,Distributor_1375,South Korea,Direct-to-Consumer,Small,1709743.93
CUST_1376,Distributor_1376,UK,Retail Store,Medium,1802636.38
CUST_1377,Distributor_1377,UAE,Retail Store,Medium,1120301.96
CUST_1378,Distributor_1378,South Korea,Online Retail,Medium,1978229.29
CUST_1379,Distributor_1379,Germany,Direct-to-Consumer,Small,235182.29
CUST_1380,Distributor_1380,Japan,Distributor,Medium,208025.29
CUST_1381,Distributor_1381,UK,Retail Store,Small,916001.94
CUST_1382,Distributor_1382,Germany,Retail Store,Small,178332.93
CUST_1383,Distributor_1383,India,Online Retail,Medium,1634323.95
CUST_1384,Distributor_1384,India,Online Retail,Medium,670692.98
CUST_1385,Distributor_1385,UK,Direct-to-Consumer,Small,1380273.79
CUST_1386,Distributor_1386,Germany,Distributor,Medium,761107.82
CUST_1387,Distributor_1387,Germany,Direct-to-Consumer,Medium,1178060.39
CUST_1388,Distributor_1388,Japan,Direct-to-Consumer,Medium,550649.82
CUST_1389,Distributor_1389,UAE,Distributor,Medium,1024920.03
CUST_1390,Distributor_1390,UK,Direct-to-Consumer,Medium,1571678.33
CUST_1391,Distributor_1391,Germany,Distributor,Medium,604855.7
CUST_1392,Distributor_1392,South Korea,Distributor,Medium,1603191.61
CUST_1393,Distributor_1393,India,Retail Store,Small,294822.09
CUST_1394,Distributor_1394,Japan,Distributor,Small,600411.82
CUST_1395,Distributor_1395,Germany,Direct-to-Consumer,Medium,1105680.12
CUST_1396,Distributor_1396,South Korea,Direct-to-Consumer,Medium,1673213.51
CUST_1397,Distributor_1397,UAE,Distributor,Medium,1111472.53
CUST_1398,Distributor_1398,South Korea,Retail Store,Small,626546.83
CUST_1399,Distributor_1399,Vietnam,Retail Store,Small,1021353.39
CUST_1400,Distributor_1400,USA,Retail Store,Small,1217260.46
CUST_1401,Distributor_1401,Vietnam,Direct-to-Consumer,Small,1800973.82
CUST_1402,Distributor_1402,Japan,Direct-to-Consumer,Medium,314592.22
CUST_1403,Distributor_1403,UK,Direct-to-Consumer,Medium,1299882.78
CUST_1404,Distributor_1404,UAE,Retail Store,Medium,1415842.01
CUST_1405,Distributor_1405,UK,Online Retail,Small,749312.08
CUST_1406,Distributor_1406,Vietnam,Online Retail,Small,1478157.47
CUST_1407,Distributor_1407,UAE,Retail Store,Medium,1544728.27
CUST_1408,Distributor_1408,Germany,Distributor,Medium,1934767.66
CUST_1409,Distributor_1409,UAE,Retail Store,Small,1524694.89
CUST_1410,Distributor_1410,USA,Distributor,Medium,771547.82
CUST_1411,Distributor_1411,Germany,Distributor,Medium,284872.31
CUST_1412,Distributor_1412,USA,Retail Store,Medium,723968.74
CUST_1413,Distributor_1413,Germany,Retail Store,Medium,711645.27
CUST_1414,Distributor_1414,Germany,Online Retail,Small,169154.1
CUST_1415,Distributor_1415,UAE,Direct-to-Consumer,Medium,930891.98
CUST_1416,Distributor_1416,UAE,Direct-to-Consumer,Medium,1751677.39
CUST_1417,Distributor_1417,India,Distributor,Medium,858910.03
CUST_1418,Distributor_1418,UAE,Direct-to-Consumer,Medium,1252034.95
CUST_1419,Distributor_1419,Japan,Online Retail,Small,169820.27
CUST_1420,Distributor_1420,USA,Retail Store,Small,1474460.33
CUST_1421,Distributor_1421,India,Online Retail,Medium,345293.01
CUST_1422,Distributor_1422,India,Retail Store,Medium,1074253.92
CUST_1423,Distributor_1423,USA,Direct-to-Consumer,Medium,709264.6
CUST_1424,Distributor_1424,Germany,Online Retail,Medium,1367461.55
CUST_1425,Distributor_1425,India,Direct-to-Consumer,Small,457220.32
CUST_1426,Distributor_1426,India,Online Retail,Medium,131829.94
CUST_1427,Distributor_1427,UK,Direct-to-Consumer,Medium,1175114.14
CUST_1428,Distributor_1428,Germany,Distributor,Medium,626162.45
CUST_1429,Distributor_1429,UAE,Online Retail,Medium,1153408.59
CUST_1430,Distributor_1430,UK,Direct-to-Consumer,Small,385567.76
CUST_1431,Distributor_1431,South Korea,Distributor,Medium,345318.77
CUST_1432,Distributor_1432,Japan,Direct-to-Consumer,Small,1248080.01
CUST_1433,Distributor_1433,Japan,Online Retail,Small,1522510.55
CUST_1434,Distributor_1434,UAE,Distributor,Small,441503.4
CUST_1435,Distributor_1435,UAE,Direct-to-Consumer,Small,1278681.6
CUST_1436,Distributor_1436,Japan,Distributor,Small,648595.95
CUST_1437,Distributor_1437,India,Retail Store,Medium,292474.39
CUST_1438,Distributor_1438,UAE,Retail Store,Medium,685085.36
CUST_1439,Distributor_1439,UAE,Distributor,Small,128556.76
CUST_1440,Distributor_1440,UAE,Online Retail,Medium,874179.27
CUST_1441,Distributor_1441,USA,Retail Store,Small,1360888.84
CUST_1442,Distributor_1442,UAE,Distributor,Medium,1582554.29
CUST_1443,Distributor_1443,UK,Direct-to-Consumer,Medium,1965916.48
CUST_1444,Distributor_1444,South Korea,Retail Store,Medium,492046.77
CUST_1445,Distributor_1445,Germany,Distributor,Medium,907718.5
CUST_1446,Distributor_1446,India,Distributor,Medium,277094.91
CUST_1447,Distributor_1447,Germany,Retail Store,Medium,1809686.39
CUST_1448,Distributor_1448,Germany,Distributor,Medium,1815800.73
CUST_1449,Distributor_1449,Germany,Distributor,Medium,1649950.79
CUST_1450,Distributor_1450,India,Online Retail,Small,565720.04
CUST_1451,Distributor_1451,Germany,Distributor,Small,1131639.7
CUST_1452,Distributor_1452,Japan,Online Retail,Small,958926.77
CUST_1453,Distributor_1453,Vietnam,Distributor,Medium,857575.08
CUST_1454,Distributor_1454,Vietnam,Direct-to-Consumer,Small,371025.44
CUST_1455,Distributor_1455,USA,Retail Store,Medium,1270019.04
CUST_1456,Distributor_1456,UK,Distributor,Medium,1648238.63
CUST_1457,Distributor_1457,Vietnam,Distributor,Medium,1539199.93
CUST_1458,Distributor_1458,India,Distributor,Small,1108846.36
CUST_1459,Distributor_1459,Japan,Distributor,Medium,911575.72
CUST_1460,Distributor_1460,UK,Distributor,Medium,1497472.4
CUST_1461,Distributor_1461,Japan,Retail Store,Medium,149742.9
CUST_1462,Distributor_1462,South Korea,Direct-to-Consumer,Medium,1907209.85
CUST_1463,Distributor_1463,Germany,Distributor,Small,1686335.89
CUST_1464,Distributor_1464,South Korea,Online Retail,Small,64301.59
CUST_1465,Distributor_1465,UK,Distributor,Small,1169038.41
CUST_1466,Distributor_1466,UAE,Online Retail,Small,443591.58
CUST_1467,Distributor_1467,Japan,Distributor,Medium,144954.95
CUST_1468,Distributor_1468,UAE,Direct-to-Consumer,Small,1653561.27
CUST_1469,Distributor_1469,USA,Retail Store,Medium,1308865.75
CUST_1470,Distributor_1470,Vietnam,Direct-to-Consumer,Medium,1198968.5
CUST_1471,Distributor_1471,Germany,Online Retail,Medium,200515.68
CUST_1472,Distributor_1472,UAE,Direct-to-Consumer,Medium,1603144.56
CUST_1473,Distributor_1473,USA,Distributor,Small,529402.51
CUST_1474,Distributor_1474,UK,Distributor,Medium,1396916.31
CUST_1475,Distributor_1475,UK,Distributor,Medium,327985.28
CUST_1476,Distributor_1476,South Korea,Direct-to-Consumer,Small,607506.04
CUST_1477,Distributor_1477,South Korea,Direct-to-Consumer,Medium,1357346.95
CUST_1478,Distributor_1478,USA,Direct-to-Consumer,Medium,1543644.57
CUST_1479,Distributor_1479,USA,Direct-to-Consumer,Small,96809.84
CUST_1480,Distributor_1480,Vietnam,Distributor,Small,1977652.97
CUST_1481,Distributor_1481,Vietnam,Direct-to-Consumer,Small,1218751.46
CUST_1482,Distributor_1482,UK,Online Retail,Small,273769.52
CUST_1483,Distributor_1483,UAE,Retail Store,Medium,239083.06
CUST_1484,Distributor_1484,India,Distributor,Medium,455177.67
CUST_1485,Distributor_1485,Japan,Direct-to-Consumer,Medium,976425.25
CUST_1486,Distributor_1486,Japan,Online Retail,Medium,902250.47
CUST_1487,Distributor_1487,South Korea,Distributor,Medium,1575730.33
CUST_1488,Distributor_1488,UAE,Retail Store,Medium,1390226.35
CUST_1489,Distributor_1489,USA,Online Retail,Medium,488081.93
CUST_1490,Distributor_1490,UAE,Distributor,Medium,1492381.65
CUST_1491,Distributor_1491,India,Direct-to-Consumer,Small,1608358.04
CUST_1492,Distributor_1492,Germany,Distributor,Medium,581668.76
CUST_1493,Distributor_1493,South Korea,Direct-to-Consumer,Medium,1673592.96
CUST_1494,Distributor_1494,UK,Retail Store,Medium,403389.84
CUST_1495,Distributor_1495,South Korea,Direct-to-Consumer,Medium,322975.38
CUST_1496,Distributor_1496,UAE,Distributor,Small,1367734.52
CUST_1497,Distributor_1497,Vietnam,Direct-to-Consumer,Small,1993226.3
CUST_1498,Distributor_1498,UK,Retail Store,Small,1549394.09
CUST_1499,Distributor_1499,Japan,Retail Store,Small,359536.69
CUST_1500,Distributor_1500,UK,Online Retail,Medium,896401.74
CUST_1501,Distributor_1501,Japan,Distributor,Medium,456215.01
CUST_1502,Distributor_1502,South Korea,Distributor,Small,1475215.27
CUST_1503,Distributor_1503,South Korea,Retail Store,Small,747731.94
CUST_1504,Distributor_1504,UK,Online Retail,Medium,525413.78
CUST_1505,Distributor_1505,UK,Direct-to-Consumer,Medium,1129269.96
CUST_1506,Distributor_1506,Japan,Direct-to-Consumer,Small,184849.46
CUST_1507,Distributor_1507,India,Direct-to-Consumer,Medium,741922.12
CUST_1508,Distributor_1508,South Korea,Online Retail,Small,1413711.96
CUST_1509,Distributor_1509,Japan,Online Retail,Medium,1156412.34
CUST_1510,Distributor_1510,UK,Online Retail,Small,1050691.41
CUST_1511,Distributor_1511,UK,Retail Store,Medium,309705.15
CUST_1512,Distributor_1512,Germany,Online Retail,Medium,168811.01
CUST_1513,Distributor_1513,India,Online Retail,Small,611959.83
CUST_1514,Distributor_1514,UK,Retail Store,Small,1820629.42
CUST_1515,Distributor_1515,UAE,Retail Store,Small,96695.22
CUST_1516,Distributor_1516,UK,Distributor,Small,300763.15
CUST_1517,Distributor_1517,India,Direct-to-Consumer,Medium,228272.88
CUST_1518,Distributor_1518,Vietnam,Online Retail,Medium,755211.83
CUST_1519,Distributor_1519,Germany,Online Retail,Medium,1798320.58
CUST_1520,Distributor_1520,UAE,Distributor,Medium,1014316.19
CUST_1521,Distributor_1521,India,Online Retail,Small,1786783.99
CUST_1522,Distributor_1522,USA,Direct-to-Consumer,Medium,1626370.02
CUST_1523,Distributor_1523,USA,Retail Store,Small,1830430.86
CUST_1524,Distributor_1524,Vietnam,Direct-to-Consumer,Medium,371010.0
CUST_1525,Distributor_1525,India,Online Retail,Small,531371.2
CUST_1526,Distributor_1526,UK,Retail Store,Medium,1208396.46
CUST_1527,Distributor_1527,Vietnam,Distributor,Small,1250070.52
CUST_1528,Distributor_1528,India,Retail Store,Medium,1459989.69
CUST_1529,Distributor_1529,Germany,Direct-to-Consumer,Medium,467289.62
CUST_1530,Distributor_1530,Japan,Distributor,Small,752732.21
CUST_1531,Distributor_1531,USA,Online Retail,Small,1316288.7
CUST_1532,Distributor_1532,USA,Direct-to-Consumer,Medium,622392.85
CUST_1533,Distributor_1533,Germany,Online Retail,Medium,349878.23
CUST_1534,Distributor_1534,Japan,Retail Store,Medium,1342007.44
CUST_1535,Distributor_1535,UK,Direct-to-Consumer,Medium,1374179.88
CUST_1536,Distributor_1536,UK,Distributor,Small,1485040.01
CUST_1537,Distributor_1537,Vietnam,Distributor,Medium,1765517.18
CUST_1538,Distributor_1538,UAE,Online Retail,Small,161378.47
CUST_1539,Distributor_1539,UK,Retail Store,Medium,480269.57
CUST_1540,Distributor_1540,UK,Direct-to-Consumer,Medium,458438.75
CUST_1541,Distributor_1541,Vietnam,Online Retail,Medium,516179.45
CUST_1542,Distributor_1542,UAE,Direct-to-Consumer,Small,1048818.68
CUST_1543,Distributor_1543,Vietnam,Direct-to-Consumer,Small,458896.04
CUST_1544,Distributor_1544,UK,Retail Store,Medium,213263.63
CUST_1545,Distributor_1545,Japan,Distributor,Small,1574687.28
CUST_1546,Distributor_1546,Germany,Direct-to-Consumer,Medium,346178.04
CUST_1547,Distributor_1547,India,Online Retail,Medium,304898.78
CUST_1548,Distributor_1548,Germany,Retail Store,Medium,884958.68
CUST_1549,Distributor_1549,India,Distributor,Medium,1033689.09
CUST_1550,Distributor_1550,Germany,Direct-to-Consumer,Small,452832.98
CUST_1551,Distributor_1551,South Korea,Direct-to-Consumer,Medium,502838.15
CUST_1552,Distributor_1552,UAE,Direct-to-Consumer,Medium,1070644.01
CUST_1553,Distributor_1553,Germany,Distributor,Small,1823042.75
CUST_1554,Distributor_1554,South Korea,Distributor,Medium,681275.11
CUST_1555,Distributor_1555,UAE,Direct-to-Consumer,Small,406486.11
CUST_1556,Distributor_1556,USA,Online Retail,Medium,99861.11
CUST_1557,Distributor_1557,Vietnam,Distributor,Small,998038.63
CUST_1558,Distributor_1558,Vietnam,Direct-to-Consumer,Small,210691.65
CUST_1559,Distributor_1559,Japan,Online Retail,Medium,1757202.87
CUST_1560,Distributor_1560,India,Retail Store,Medium,1749064.73
CUST_1561,Distributor_1561,Vietnam,Retail Store,Small,336055.47
CUST_1562,Distributor_1562,UAE,Online Retail,Medium,1713991.97
CUST_1563,Distributor_1563,Vietnam,Distributor,Medium,1026129.67
CUST_1564,Distributor_1564,UAE,Retail Store,Small,524963.7
CUST_1565,Distributor_1565,UAE,Online Retail,Small,1614672.26
CUST_1566,Distributor_1566,Vietnam,Online Retail,Small,918548.57
CUST_1567,Distributor_1567,UAE,Distributor,Small,1341511.79
CUST_1568,Distributor_1568,Vietnam,Direct-to-Consumer,Small,1748940.67
CUST_1569,Distributor_1569,USA,Online Retail,Small,1724087.59
CUST_1570,Distributor_1570,Vietnam,Direct-to-Consumer,Medium,1215787.97
CUST_1571,Distributor_1571,South Korea,Distributor,Small,542013.74
CUST_1572,Distributor_1572,Japan,Distributor,Small,648934.01
CUST_1573,Distributor_1573,UAE,Distributor,Medium,977177.64
CUST_1574,Distributor_1574,South Korea,Distributor,Small,429343.31
CUST_1575,Distributor_1575,India,Distributor,Small,1120373.78
CUST_1576,Distributor_1576,South Korea,Distributor,Small,1176764.54
CUST_1577,Distributor_1577,UK,Direct-to-Consumer,Medium,948751.76
CUST_1578,Distributor_1578,Japan,Retail Store,Small,1868353.4
CUST_1579,Distributor_1579,Japan,Direct-to-Consumer,Medium,1685765.03
CUST_1580,Distributor_1580,Japan,Online Retail,Medium,1848274.26
CUST_1581,Distributor_1581,Japan,Retail Store,Small,1464474.62
CUST_1582,Distributor_1582,India,Distributor,Small,647286.94
CUST_1583,Distributor_1583,Japan,Retail Store,Medium,1924762.41
CUST_1584,Distributor_1584,Japan,Distributor,Small,504491.98
CUST_1585,Distributor_1585,USA,Retail Store,Small,1887013.53
CUST_1586,Distributor_1586,UK,Direct-to-Consumer,Small,1956300.42
CUST_1587,Distributor_1587,USA,Online Retail,Small,70894.83
CUST_1588,Distributor_1588,Japan,Direct-to-Consumer,Medium,159515.92
CUST_1589,Distributor_1589,India,Retail Store,Small,720978.65
CUST_1590,Distributor_1590,Japan,Distributor,Small,952057.42
CUST_1591,Distributor_1591,UAE,Retail Store,Small,1040127.78
CUST_1592,Distributor_1592,India,Online Retail,Small,823672.36
CUST_1593,Distributor_1593,Vietnam,Retail Store,Medium,1343135.19
CUST_1594,Distributor_1594,UK,Online Retail,Medium,962561.9
CUST_1595,Distributor_1595,Vietnam,Retail Store,Small,431639.65
CUST_1596,Distributor_1596,South Korea,Online Retail,Small,1363415.83
CUST_1597,Distributor_1597,India,Direct-to-Consumer,Small,550462.05
CUST_1598,Distributor_1598,UAE,Retail Store,Medium,1338557.13
CUST_1599,Distributor_1599,UK,Online Retail,Medium,1991682.18
CUST_1600,Distributor_1600,South Korea,Online Retail,Small,53205.33
CUST_1601,Distributor_1601,UK,Retail Store,Medium,448272.11
CUST_1602,Distributor_1602,South Korea,Direct-to-Consumer,Medium,255540.31
CUST_1603,Distributor_1603,UAE,Retail Store,Small,1695564.85
CUST_1604,Distributor_1604,South Korea,Retail Store,Medium,1518054.88
CUST_1605,Distributor_1605,USA,Distributor,Medium,1461856.92
CUST_1606,Distributor_1606,Germany,Direct-to-Consumer,Medium,1425847.29
CUST_1607,Distributor_1607,South Korea,Distributor,Medium,730222.22
CUST_1608,Distributor_1608,India,Online Retail,Small,1436451.88
CUST_1609,Distributor_1609,UAE,Retail Store,Medium,119400.95
CUST_1610,Distributor_1610,India,Retail Store,Small,503641.44
CUST_1611,Distributor_1611,UK,Direct-to-Consumer,Small,125967.8
CUST_1612,Distributor_1612,USA,Online Retail,Small,931794.83
CUST_1613,Distributor_1613,India,Online Retail,Medium,1367394.21
CUST_1614,Distributor_1614,UAE,Distributor,Medium,1557707.83
CUST_1615,Distributor_1615,India,Direct-to-Consumer,Small,1567190.3
CUST_1616,Distributor_1616,India,Retail Store,Medium,1625732.24
CUST_1617,Distributor_1617,UAE,Retail Store,Medium,1521410.25
CUST_1618,Distributor_1618,USA,Direct-to-Consumer,Medium,1778679.93
CUST_1619,Distributor_1619,UK,Retail Store,Small,239865.44
CUST_1620,Distributor_1620,Japan,Direct-to-Consumer,Small,1724584.79
CUST_1621,Distributor_1621,South Korea,Retail Store,Small,507771.12
CUST_1622,Distributor_1622,South Korea,Retail Store,Small,1813063.94
CUST_1623,Distributor_1623,USA,Online Retail,Small,650247.34
CUST_1624,Distributor_1624,Japan,Distributor,Small,1098290.02
CUST_1625,Distributor_1625,Japan,Direct-to-Consumer,Small,1133321.66
CUST_1626,Distributor_1626,UK,Retail Store,Medium,758381.95
CUST_1627,Distributor_1627,UK,Distributor,Medium,1815333.05
CUST_1628,Distributor_1628,USA,Distributor,Medium,1097230.56
CUST_1629,Distributor_1629,Japan,Retail Store,Small,167442.54
CUST_1630,Distributor_1630,Japan,Online Retail,Medium,663526.37
CUST_1631,Distributor_1631,UAE,Distributor,Medium,1577164.79
CUST_1632,Distributor_1632,USA,Direct-to-Consumer,Small,603035.45
CUST_1633,Distributor_1633,UK,Online Retail,Small,1823387.53
CUST_1634,Distributor_1634,UAE,Online Retail,Small,1736072.09
CUST_1635,Distributor_1635,South Korea,Online Retail,Medium,1913123.97
CUST_1636,Distributor_1636,South Korea,Online Retail,Medium,321054.3
CUST_1637,Distributor_1637,Vietnam,Direct-to-Consumer,Small,75796.19
CUST_1638,Distributor_1638,Vietnam,Distributor,Medium,1681020.8
CUST_1639,Distributor_1639,Japan,Distributor,Medium,1648268.5
CUST_1640,Distributor_1640,Germany,Distributor,Small,1231556.08
CUST_1641,Distributor_1641,Germany,Retail Store,Small,785255.17
CUST_1642,Distributor_1642,Vietnam,Distributor,Small,918633.21
CUST_1643,Distributor_1643,UK,Online Retail,Small,376754.75
CUST_1644,Distributor_1644,UAE,Direct-to-Consumer,Medium,1668151.47
CUST_1645,Distributor_1645,UAE,Distributor,Medium,1308792.0
CUST_1646,Distributor_1646,South Korea,Retail Store,Medium,832920.34
CUST_1647,Distributor_1647,Japan,Distributor,Small,856357.23
CUST_1648,Distributor_1648,Japan,Direct-to-Consumer,Small,459300.38
CUST_1649,Distributor_1649,Japan,Direct-to-Consumer,Medium,737037.76
CUST_1650,Distributor_1650,South Korea,Online Retail,Medium,1713206.45
CUST_1651,Distributor_1651,Japan,Retail Store,Medium,325338.17
CUST_1652,Distributor_1652,UAE,Distributor,Medium,1040876.35
CUST_1653,Distributor_1653,India,Distributor,Small,1561707.35
CUST_1654,Distributor_1654,UK,Retail Store,Medium,1275704.48
CUST_1655,Distributor_1655,Japan,Distributor,Medium,1879225.07
CUST_1656,Distributor_1656,Japan,Retail Store,Medium,1660584.79
CUST_1657,Distributor_1657,USA,Online Retail,Medium,184622.03
CUST_1658,Distributor_1658,UAE,Distributor,Small,1359241.84
CUST_1659,Distributor_1659,India,Retail Store,Small,339588.22
CUST_1660,Distributor_1660,Germany,Online Retail,Small,1126275.9
CUST_1661,Distributor_1661,Japan,Distributor,Medium,433541.98
CUST_1662,Distributor_1662,Germany,Direct-to-Consumer,Small,1150570.99
CUST_1663,Distributor_1663,Japan,Retail Store,Small,1407355.73
CUST_1664,Distributor_1664,Vietnam,Retail Store,Medium,1439697.96
CUST_1665,Distributor_1665,India,Distributor,Medium,1611830.51
CUST_1666,Distributor_1666,UK,Distributor,Small,1058722.29
CUST_1667,Distributor_1667,UAE,Direct-to-Consumer,Medium,1383546.74
CUST_1668,Distributor_1668,South Korea,Retail Store,Medium,1172782.43
CUST_1669,Distributor_1669,South Korea,Online Retail,Medium,1239134.89
CUST_1670,Distributor_1670,Vietnam,Direct-to-Consumer,Small,444191.33
CUST_1671,Distributor_1671,USA,Direct-to-Consumer,Small,631055.61
CUST_1672,Distributor_1672,Vietnam,Online Retail,Medium,1705401.55
CUST_1673,Distributor_1673,USA,Direct-to-Consumer,Small,290332.54
CUST_1674,Distributor_1674,India,Direct-to-Consumer,Medium,267400.99
CUST_1675,Distributor_1675,South Korea,Online Retail,Small,451299.04
CUST_1676,Distributor_1676,UK,Direct-to-Consumer,Medium,915354.11
CUST_1677,Distributor_1677,India,Retail Store,Small,1092390.48
CUST_1678,Distributor_1678,UK,Retail Store,Small,637852.97
CUST_1679,Distributor_1679,USA,Online Retail,Medium,775560.4
CUST_1680,Distributor_1680,South Korea,Direct-to-Consumer,Medium,57482.43
CUST_1681,Distributor_1681,South Korea,Direct-to-Consumer,Small,1214987.02
CUST_1682,Distributor_1682,South Korea,Distributor,Medium,662385.42
CUST_1683,Distributor_1683,South Korea,Retail Store,Small,492608.15
CUST_1684,Distributor_1684,India,Retail Store,Small,1000399.66
CUST_1685,Distributor_1685,India,Direct-to-Consumer,Small,1925023.93
CUST_1686,Distributor_1686,USA,Retail Store,Medium,421157.1
CUST_1687,Distributor_1687,USA,Direct-to-Consumer,Medium,1159463.19
CUST_1688,Distributor_1688,South Korea,Distributor,Medium,658774.17
CUST_1689,Distributor_1689,South Korea,Direct-to-Consumer,Medium,1704519.96
CUST_1690,Distributor_1690,UAE,Distributor,Small,1593004.37
CUST_1691,Distributor_1691,Vietnam,Direct-to-Consumer,Small,1496173.21
CUST_1692,Distributor_1692,USA,Online Retail,Medium,1502408.9
CUST_1693,Distributor_1693,Vietnam,Direct-to-Consumer,Medium,833658.73
CUST_1694,Distributor_1694,Japan,Direct-to-Consumer,Small,1187671.96
CUST_1695,Distributor_1695,Vietnam,Distributor,Small,1287751.08
CUST_1696,Distributor_1696,India,Retail Store,Medium,477295.83
CUST_1697,Distributor_1697,India,Online Retail,Small,619226.79
CUST_1698,Distributor_1698,South Korea,Direct-to-Consumer,Medium,791939.68
CUST_1699,Distributor_1699,South Korea,Retail Store,Small,1444493.79
CUST_1700,Distributor_1700,USA,Direct-to-Consumer,Small,1620924.33
CUST_1701,Distributor_1701,UK,Retail Store,Small,1073846.21
CUST_1702,Distributor_1702,Germany,Retail Store,Small,1377311.13
CUST_1703,Distributor_1703,Germany,Direct-to-Consumer,Medium,451661.07
CUST_1704,Distributor_1704,Japan,Distributor,Small,93067.4
CUST_1705,Distributor_1705,UAE,Direct-to-Consumer,Medium,1343455.88
CUST_1706,Distributor_1706,Germany,Distributor,Small,1489428.13
CUST_1707,Distributor_1707,Germany,Direct-to-Consumer,Small,1220490.25
CUST_1708,Distributor_1708,UAE,Direct-to-Consumer,Small,1718324.69
CUST_1709,Distributor_1709,UK,Retail Store,Medium,716200.17
CUST_1710,Distributor_1710,Germany,Retail Store,Small,1019645.08
CUST_1711,Distributor_1711,South Korea,Retail Store,Small,689293.53
CUST_1712,Distributor_1712,Vietnam,Distributor,Small,685357.94
CUST_1713,Distributor_1713,UAE,Direct-to-Consumer,Small,1716367.42
CUST_1714,Distributor_1714,UK,Direct-to-Consumer,Medium,1710241.21
CUST_1715,Distributor_1715,South Korea,Distributor,Medium,1702717.88
CUST_1716,Distributor_1716,UK,Distributor,Small,1663966.63
CUST_1717,Distributor_1717,Japan,Distributor,Medium,1093928.15
CUST_1718,Distributor_1718,India,Online Retail,Medium,608623.79
CUST_1719,Distributor_1719,South Korea,Retail Store,Small,678031.69
CUST_1720,Distributor_1720,UK,Distributor,Small,1860763.92
CUST_1721,Distributor_1721,UAE,Retail Store,Medium,1908584.22
CUST_1722,Distributor_1722,Japan,Retail Store,Small,426097.61
CUST_1723,Distributor_1723,India,Online Retail,Small,153012.04
CUST_1724,Distributor_1724,Japan,Distributor,Medium,1594188.08
CUST_1725,Distributor_1725,Germany,Retail Store,Medium,1150612.35
CUST_1726,Distributor_1726,UK,Retail Store,Medium,1429481.24
CUST_1727,Distributor_1727,UK,Distributor,Medium,1941146.79
CUST_1728,Distributor_1728,India,Retail Store,Small,286759.07
CUST_1729,Distributor_1729,South Korea,Distributor,Small,424445.57
CUST_1730,Distributor_1730,Germany,Online Retail,Medium,98291.51
CUST_1731,Distributor_1731,South Korea,Direct-to-Consumer,Small,1080880.38
CUST_1732,Distributor_1732,UK,Direct-to-Consumer,Medium,1469623.9
CUST_1733,Distributor_1733,UK,Retail Store,Small,412265.06
CUST_1734,Distributor_1734,Vietnam,Retail Store,Small,1038037.29
CUST_1735,Distributor_1735,UK,Direct-to-Consumer,Small,589670.56
CUST_1736,Distributor_1736,Germany,Direct-to-Consumer,Small,185952.88
CUST_1737,Distributor_1737,USA,Retail Store,Medium,1029625.05
CUST_1738,Distributor_1738,UK,Direct-to-Consumer,Small,1681010.41
CUST_1739,Distributor_1739,Japan,Retail Store,Small,705830.62
CUST_1740,Distributor_1740,South Korea,Retail Store,Small,146839.91
CUST_1741,Distributor_1741,India,Direct-to-Consumer,Small,995785.08
CUST_1742,Distributor_1742,UAE,Online Retail,Small,707670.45
CUST_1743,Distributor_1743,Vietnam,Online Retail,Medium,511389.08
CUST_1744,Distributor_1744,Germany,Online Retail,Medium,1576850.45
CUST_1745,Distributor_1745,Vietnam,Retail Store,Small,1683071.41
CUST_1746,Distributor_1746,USA,Direct-to-Consumer,Medium,547939.03
CUST_1747,Distributor_1747,India,Online Retail,Small,170795.71
CUST_1748,Distributor_1748,USA,Direct-to-Consumer,Medium,1594274.46
CUST_1749,Distributor_1749,UK,Distributor,Small,1676620.01
CUST_1750,Distributor_1750,USA,Online Retail,Small,1117659.87
CUST_1751,Distributor_1751,USA,Online Retail,Small,561696.33
CUST_1752,Distributor_1752,South Korea,Retail Store,Small,1252589.78
CUST_1753,Distributor_1753,UAE,Retail Store,Medium,1163268.75
CUST_1754,Distributor_1754,UAE,Direct-to-Consumer,Small,1253578.19
CUST_1755,Distributor_1755,Germany,Online Retail,Medium,244014.6
CUST_1756,Distributor_1756,India,Direct-to-Consumer,Medium,1743686.21
CUST_1757,Distributor_1757,Vietnam,Online Retail,Medium,1221544.69
CUST_1758,Distributor_1758,India,Online Retail,Small,1703953.92
CUST_1759,Distributor_1759,Japan,Distributor,Small,989933.81
CUST_1760,Distributor_1760,Germany,Direct-to-Consumer,Small,381030.44
CUST_1761,Distributor_1761,Vietnam,Retail Store,Small,159637.37
CUST_1762,Distributor_1762,India,Retail Store,Medium,1117283.13
