inventory_id,product_id,facility_id,stock_level,safety_stock_level,reorder_point
INV_002448,PROD_026,FAC_01,40,17,31
INV_002449,PROD_118,FAC_12,36,22,36
INV_002450,PROD_065,FAC_02,58,17,27
INV_002451,PROD_008,FAC_05,34,16,22
INV_002452,PROD_138,FAC_23,37,17,23
INV_002453,PROD_028,FAC_25,39,17,25
INV_002454,PROD_031,FAC_14,56,21,26
INV_002455,PROD_098,FAC_13,53,23,35
INV_002456,PROD_079,FAC_24,35,15,27
INV_002457,PROD_127,FAC_25,41,21,34
INV_002458,PROD_023,FAC_17,37,19,27
INV_002459,PROD_148,FAC_22,36,11,21
INV_002460,PROD_091,FAC_08,46,14,26
INV_002461,PROD_131,FAC_09,37,21,35
INV_002462,PROD_070,FAC_09,46,14,20
INV_002463,PROD_042,FAC_11,40,24,30
INV_002464,PROD_131,FAC_13,45,15,20
INV_002465,PROD_116,FAC_08,45,15,20
INV_002466,PROD_124,FAC_25,34,10,18
INV_002467,PROD_143,FAC_17,49,13,20
INV_002468,PROD_137,FAC_20,39,19,27
INV_002469,PROD_087,FAC_07,33,10,20
INV_002470,PROD_075,FAC_07,43,19,32
INV_002471,PROD_106,FAC_12,57,16,22
INV_002472,PROD_005,FAC_09,49,10,20
INV_002473,PROD_133,FAC_09,36,13,19
INV_002474,PROD_076,FAC_23,38,17,24
INV_002475,PROD_098,FAC_17,36,16,21
INV_002476,PROD_087,FAC_25,51,21,35
INV_002477,PROD_117,FAC_14,47,20,30
INV_002478,PROD_068,FAC_07,58,22,29
INV_002479,PROD_004,FAC_23,49,12,18
INV_002480,PROD_008,FAC_17,36,10,17
INV_002481,PROD_053,FAC_23,52,19,33
INV_002482,PROD_085,FAC_18,44,19,30
INV_002483,PROD_077,FAC_12,34,19,25
INV_002484,PROD_080,FAC_16,33,23,34
INV_002485,PROD_067,FAC_21,33,12,22
INV_002486,PROD_126,FAC_03,52,24,38
INV_002487,PROD_061,FAC_03,34,13,18
INV_002488,PROD_130,FAC_02,55,11,16
INV_002489,PROD_067,FAC_19,52,12,17
INV_002490,PROD_116,FAC_11,36,15,21
INV_002491,PROD_089,FAC_01,47,19,26
INV_002492,PROD_056,FAC_22,55,18,30
INV_002493,PROD_100,FAC_21,30,10,24
INV_002494,PROD_122,FAC_19,45,21,35
INV_002495,PROD_147,FAC_18,34,13,26
INV_002496,PROD_106,FAC_21,48,14,26
INV_002497,PROD_090,FAC_23,35,11,22
INV_002498,PROD_065,FAC_10,40,18,24
INV_002499,PROD_087,FAC_01,38,11,23
INV_002500,PROD_084,FAC_15,37,14,27
INV_002501,PROD_041,FAC_16,58,11,19
INV_002502,PROD_138,FAC_01,46,24,36
INV_002503,PROD_081,FAC_04,38,19,28
INV_002504,PROD_095,FAC_11,57,19,29
INV_002505,PROD_117,FAC_14,47,22,29
INV_002506,PROD_053,FAC_02,30,23,31
INV_002507,PROD_083,FAC_11,58,14,20
INV_002508,PROD_129,FAC_24,49,14,25
INV_002509,PROD_138,FAC_24,39,13,22
INV_002510,PROD_073,FAC_19,59,12,18
INV_002511,PROD_024,FAC_07,46,19,30
INV_002512,PROD_055,FAC_17,56,14,26
INV_002513,PROD_148,FAC_24,42,24,33
INV_002514,PROD_081,FAC_23,34,16,30
INV_002515,PROD_096,FAC_25,45,21,29
INV_002516,PROD_058,FAC_08,45,15,26
INV_002517,PROD_089,FAC_22,41,16,22
INV_002518,PROD_076,FAC_06,39,18,29
INV_002519,PROD_085,FAC_21,58,18,28
INV_002520,PROD_064,FAC_22,51,16,24
INV_002521,PROD_099,FAC_08,30,16,22
INV_002522,PROD_131,FAC_12,47,24,34
INV_002523,PROD_016,FAC_23,53,22,35
INV_002524,PROD_008,FAC_16,56,14,21
INV_002525,PROD_135,FAC_18,43,16,23
INV_002526,PROD_111,FAC_03,53,19,27
INV_002527,PROD_104,FAC_06,49,10,23
INV_002528,PROD_047,FAC_18,46,12,21
INV_002529,PROD_131,FAC_12,44,23,33
INV_002530,PROD_055,FAC_22,36,21,34
INV_002531,PROD_108,FAC_17,45,18,31
INV_002532,PROD_118,FAC_02,56,22,33
INV_002533,PROD_008,FAC_23,53,19,26
INV_002534,PROD_108,FAC_03,49,15,23
INV_002535,PROD_087,FAC_06,52,19,27
INV_002536,PROD_109,FAC_08,59,23,36
INV_002537,PROD_137,FAC_07,42,19,28
INV_002538,PROD_046,FAC_07,47,21,26
INV_002539,PROD_059,FAC_20,58,12,17
INV_002540,PROD_056,FAC_05,45,20,29
INV_002541,PROD_078,FAC_21,45,14,20
INV_002542,PROD_095,FAC_06,37,20,26
INV_002543,PROD_141,FAC_10,46,23,37
INV_002544,PROD_060,FAC_05,36,23,36
INV_002545,PROD_005,FAC_21,58,11,22
INV_002546,PROD_119,FAC_18,45,10,22
INV_002547,PROD_063,FAC_06,50,23,28
INV_002548,PROD_142,FAC_08,43,21,32
INV_002549,PROD_140,FAC_05,49,21,32
INV_002550,PROD_057,FAC_15,57,24,33
INV_002551,PROD_115,FAC_16,58,16,23
INV_002552,PROD_149,FAC_06,47,11,21
INV_002553,PROD_065,FAC_16,38,13,23
INV_002554,PROD_149,FAC_02,30,14,19
INV_002555,PROD_147,FAC_23,53,11,21
INV_002556,PROD_122,FAC_24,44,14,20
INV_002557,PROD_019,FAC_13,57,16,28
INV_002558,PROD_085,FAC_19,54,19,33
INV_002559,PROD_019,FAC_10,36,18,28
INV_002560,PROD_146,FAC_18,35,14,25
INV_002561,PROD_006,FAC_16,36,24,35
INV_002562,PROD_098,FAC_20,50,13,18
INV_002563,PROD_087,FAC_09,38,15,20
INV_002564,PROD_056,FAC_16,30,11,19
INV_002565,PROD_072,FAC_21,30,11,22
INV_002566,PROD_026,FAC_14,58,19,33
INV_002567,PROD_133,FAC_02,46,17,28
INV_002568,PROD_050,FAC_23,36,15,28
INV_002569,PROD_090,FAC_05,50,11,20
INV_002570,PROD_102,FAC_06,59,10,17
INV_002571,PROD_069,FAC_20,46,22,36
INV_002572,PROD_083,FAC_23,51,14,25
INV_002573,PROD_149,FAC_05,30,21,34
INV_002574,PROD_026,FAC_08,43,16,25
INV_002575,PROD_140,FAC_16,30,13,26
INV_002576,PROD_096,FAC_25,40,22,31
INV_002577,PROD_078,FAC_22,57,16,29
INV_002578,PROD_144,FAC_23,44,12,18
INV_002579,PROD_051,FAC_23,59,17,22
INV_002580,PROD_086,FAC_21,38,16,26
INV_002581,PROD_028,FAC_11,39,24,32
INV_002582,PROD_067,FAC_22,43,15,24
INV_002583,PROD_142,FAC_16,35,23,34
INV_002584,PROD_108,FAC_20,58,13,19
INV_002585,PROD_116,FAC_14,44,16,25
INV_002586,PROD_058,FAC_17,31,14,25
INV_002587,PROD_122,FAC_01,33,23,35
INV_002588,PROD_105,FAC_12,33,21,32
INV_002589,PROD_037,FAC_01,48,15,27
INV_002590,PROD_050,FAC_10,45,10,17
INV_002591,PROD_114,FAC_21,39,10,19
INV_002592,PROD_028,FAC_16,53,20,32
INV_002593,PROD_114,FAC_22,35,21,26
INV_002594,PROD_032,FAC_17,49,12,23
INV_002595,PROD_003,FAC_05,42,19,27
INV_002596,PROD_069,FAC_17,39,10,17
INV_002597,PROD_101,FAC_25,51,13,21
INV_002598,PROD_011,FAC_05,44,10,19
INV_002599,PROD_139,FAC_13,40,11,23
INV_002600,PROD_082,FAC_01,59,19,27
INV_002601,PROD_065,FAC_17,48,20,29
INV_002602,PROD_101,FAC_21,33,23,31
INV_002603,PROD_057,FAC_11,56,12,22
INV_002604,PROD_111,FAC_09,57,24,37
INV_002605,PROD_039,FAC_02,50,10,17
INV_002606,PROD_125,FAC_02,36,10,24
INV_002607,PROD_061,FAC_20,37,10,23
INV_002608,PROD_035,FAC_03,32,10,20
INV_002609,PROD_091,FAC_18,43,19,32
INV_002610,PROD_049,FAC_02,33,22,34
INV_002611,PROD_113,FAC_14,44,15,29
INV_002612,PROD_148,FAC_20,30,15,25
INV_002613,PROD_048,FAC_06,50,14,25
INV_002614,PROD_115,FAC_01,48,21,27
INV_002615,PROD_018,FAC_18,52,18,30
INV_002616,PROD_043,FAC_18,49,22,32
INV_002617,PROD_037,FAC_16,43,22,29
INV_002618,PROD_045,FAC_02,46,24,32
INV_002619,PROD_016,FAC_09,30,10,22
INV_002620,PROD_077,FAC_25,34,22,28
INV_002621,PROD_037,FAC_23,43,22,36
INV_002622,PROD_034,FAC_01,51,14,22
INV_002623,PROD_110,FAC_17,43,23,32
INV_002624,PROD_017,FAC_23,38,18,31
INV_002625,PROD_106,FAC_14,30,23,35
INV_002626,PROD_136,FAC_07,43,12,19
INV_002627,PROD_044,FAC_10,39,20,29
INV_002628,PROD_018,FAC_10,51,20,33
INV_002629,PROD_057,FAC_09,31,10,24
INV_002630,PROD_093,FAC_01,36,18,29
INV_002631,PROD_038,FAC_16,31,24,32
INV_002632,PROD_118,FAC_11,45,19,24
INV_002633,PROD_032,FAC_06,35,13,20
INV_002634,PROD_117,FAC_22,41,18,29
INV_002635,PROD_078,FAC_21,55,13,22
INV_002636,PROD_043,FAC_02,50,10,18
INV_002637,PROD_024,FAC_01,42,10,22
INV_002638,PROD_072,FAC_01,38,16,21
INV_002639,PROD_134,FAC_13,35,13,25
INV_002640,PROD_045,FAC_09,34,24,36
INV_002641,PROD_021,FAC_14,45,15,22
INV_002642,PROD_075,FAC_08,33,15,22
INV_002643,PROD_056,FAC_05,55,21,33
INV_002644,PROD_123,FAC_22,40,15,21
INV_002645,PROD_040,FAC_02,53,24,34
INV_002646,PROD_075,FAC_16,37,24,35
INV_002647,PROD_060,FAC_22,35,22,35
INV_002648,PROD_102,FAC_18,43,17,24
INV_002649,PROD_143,FAC_23,54,23,28
INV_002650,PROD_119,FAC_08,34,21,32
INV_002651,PROD_117,FAC_16,37,24,38
INV_002652,PROD_005,FAC_20,52,21,34
INV_002653,PROD_079,FAC_19,39,12,19
INV_002654,PROD_117,FAC_25,49,17,23
INV_002655,PROD_038,FAC_12,55,24,29
INV_002656,PROD_059,FAC_18,43,15,29
INV_002657,PROD_110,FAC_11,50,20,25
INV_002658,PROD_081,FAC_12,38,13,22
INV_002659,PROD_060,FAC_24,40,13,27
INV_002660,PROD_110,FAC_23,35,22,29
INV_002661,PROD_085,FAC_03,48,20,28
INV_002662,PROD_129,FAC_25,51,12,20
INV_002663,PROD_150,FAC_06,54,16,30
INV_002664,PROD_071,FAC_25,41,12,20
INV_002665,PROD_008,FAC_21,53,24,33
INV_002666,PROD_019,FAC_08,57,11,21
INV_002667,PROD_122,FAC_22,40,20,34
INV_002668,PROD_070,FAC_19,45,14,24
INV_002669,PROD_011,FAC_22,39,14,28
INV_002670,PROD_001,FAC_16,49,18,30
INV_002671,PROD_071,FAC_02,33,24,29
INV_002672,PROD_101,FAC_19,51,19,29
INV_002673,PROD_055,FAC_12,36,10,21
INV_002674,PROD_112,FAC_18,38,23,30
INV_002675,PROD_071,FAC_17,58,24,34
INV_002676,PROD_106,FAC_14,38,23,36
INV_002677,PROD_082,FAC_15,54,12,24
INV_002678,PROD_133,FAC_15,54,24,36
INV_002679,PROD_023,FAC_12,53,19,29
INV_002680,PROD_029,FAC_21,31,10,16
INV_002681,PROD_054,FAC_04,33,16,23
INV_002682,PROD_114,FAC_07,52,17,25
INV_002683,PROD_068,FAC_10,32,23,33
INV_002684,PROD_108,FAC_14,47,17,26
INV_002685,PROD_118,FAC_02,30,11,25
INV_002686,PROD_093,FAC_17,42,16,26
INV_002687,PROD_064,FAC_19,59,21,27
INV_002688,PROD_042,FAC_02,35,19,30
INV_002689,PROD_083,FAC_13,54,24,35
INV_002690,PROD_125,FAC_10,48,13,23
INV_002691,PROD_132,FAC_17,49,10,22
INV_002692,PROD_104,FAC_02,47,22,29
INV_002693,PROD_004,FAC_24,50,18,30
INV_002694,PROD_042,FAC_04,43,17,26
INV_002695,PROD_136,FAC_03,39,20,27
INV_002696,PROD_136,FAC_05,39,20,25
INV_002697,PROD_088,FAC_20,32,11,18
INV_002698,PROD_084,FAC_25,57,14,27
INV_002699,PROD_019,FAC_06,34,17,26
INV_002700,PROD_077,FAC_21,51,23,37
INV_002701,PROD_005,FAC_02,47,13,27
INV_002702,PROD_127,FAC_13,50,19,31
INV_002703,PROD_002,FAC_22,47,13,25
INV_002704,PROD_074,FAC_14,55,21,31
INV_002705,PROD_051,FAC_14,44,12,18
INV_002706,PROD_029,FAC_23,50,15,20
INV_002707,PROD_085,FAC_04,41,20,32
INV_002708,PROD_084,FAC_11,38,14,27
INV_002709,PROD_038,FAC_10,50,11,25
INV_002710,PROD_027,FAC_24,42,17,31
INV_002711,PROD_130,FAC_08,37,22,30
INV_002712,PROD_017,FAC_15,35,19,33
INV_002713,PROD_092,FAC_24,48,19,24
INV_002714,PROD_013,FAC_15,53,19,31
INV_002715,PROD_130,FAC_18,30,21,32
INV_002716,PROD_134,FAC_21,47,19,24
INV_002717,PROD_130,FAC_19,58,10,16
INV_002718,PROD_034,FAC_05,40,23,31
INV_002719,PROD_030,FAC_11,58,17,27
INV_002720,PROD_061,FAC_07,36,23,30
INV_002721,PROD_062,FAC_14,44,23,34
INV_002722,PROD_128,FAC_19,51,20,31
INV_002723,PROD_020,FAC_23,51,21,33
INV_002724,PROD_023,FAC_13,56,15,28
INV_002725,PROD_019,FAC_13,50,15,28
INV_002726,PROD_105,FAC_19,45,22,28
INV_002727,PROD_021,FAC_19,47,17,22
INV_002728,PROD_100,FAC_09,36,19,31
INV_002729,PROD_010,FAC_03,55,20,26
INV_002730,PROD_003,FAC_10,33,20,34
INV_002731,PROD_025,FAC_05,51,20,34
INV_002732,PROD_014,FAC_02,55,23,35
INV_002733,PROD_115,FAC_14,39,23,36
INV_002734,PROD_104,FAC_06,53,13,24
INV_002735,PROD_087,FAC_06,37,20,29
INV_002736,PROD_092,FAC_22,50,19,27
INV_002737,PROD_047,FAC_06,34,17,26
INV_002738,PROD_056,FAC_14,51,14,27
INV_002739,PROD_036,FAC_21,53,13,26
INV_002740,PROD_082,FAC_02,58,14,22
INV_002741,PROD_024,FAC_05,37,11,21
INV_002742,PROD_042,FAC_16,41,19,32
INV_002743,PROD_013,FAC_08,48,19,27
INV_002744,PROD_131,FAC_15,39,22,35
INV_002745,PROD_017,FAC_05,44,23,37
INV_002746,PROD_073,FAC_22,31,10,18
INV_002747,PROD_109,FAC_03,34,15,23
INV_002748,PROD_031,FAC_23,41,19,28
INV_002749,PROD_106,FAC_03,36,10,24
INV_002750,PROD_025,FAC_06,44,19,24
INV_002751,PROD_119,FAC_23,53,17,28
INV_002752,PROD_051,FAC_07,35,23,35
INV_002753,PROD_111,FAC_18,45,12,19
INV_002754,PROD_098,FAC_01,32,16,21
INV_002755,PROD_112,FAC_16,53,14,24
INV_002756,PROD_018,FAC_02,48,19,26
INV_002757,PROD_135,FAC_12,31,13,25
INV_002758,PROD_037,FAC_02,35,23,31
INV_002759,PROD_004,FAC_15,40,19,33
INV_002760,PROD_042,FAC_02,56,18,28
INV_002761,PROD_101,FAC_02,47,13,26
INV_002762,PROD_082,FAC_12,49,12,18
INV_002763,PROD_118,FAC_19,32,19,25
INV_002764,PROD_141,FAC_15,57,14,22
INV_002765,PROD_053,FAC_19,37,21,31
INV_002766,PROD_100,FAC_13,33,10,15
INV_002767,PROD_070,FAC_06,30,21,27
INV_002768,PROD_081,FAC_18,49,14,27
INV_002769,PROD_046,FAC_20,55,12,22
INV_002770,PROD_107,FAC_20,44,20,27
INV_002771,PROD_073,FAC_22,37,18,27
INV_002772,PROD_134,FAC_25,45,19,26
INV_002773,PROD_114,FAC_09,33,11,25
INV_002774,PROD_084,FAC_13,51,23,36
INV_002775,PROD_124,FAC_15,53,19,24
INV_002776,PROD_092,FAC_10,54,12,17
INV_002777,PROD_005,FAC_11,35,23,36
INV_002778,PROD_106,FAC_01,52,22,28
INV_002779,PROD_015,FAC_16,47,13,24
INV_002780,PROD_114,FAC_17,38,18,32
INV_002781,PROD_108,FAC_06,39,17,27
INV_002782,PROD_077,FAC_08,40,14,21
INV_002783,PROD_090,FAC_03,42,13,19
INV_002784,PROD_065,FAC_01,33,23,34
INV_002785,PROD_072,FAC_16,45,14,24
INV_002786,PROD_051,FAC_15,41,12,18
INV_002787,PROD_071,FAC_03,47,17,30
INV_002788,PROD_012,FAC_12,37,17,30
INV_002789,PROD_035,FAC_14,35,15,29
INV_002790,PROD_031,FAC_07,51,24,36
INV_002791,PROD_038,FAC_16,31,19,32
INV_002792,PROD_103,FAC_17,54,19,25
INV_002793,PROD_023,FAC_02,54,20,30
INV_002794,PROD_124,FAC_03,47,16,22
INV_002795,PROD_100,FAC_03,58,18,30
INV_002796,PROD_146,FAC_07,37,11,16
INV_002797,PROD_126,FAC_11,52,24,30
INV_002798,PROD_083,FAC_25,36,16,28
INV_002799,PROD_094,FAC_11,55,18,29
INV_002800,PROD_081,FAC_07,51,22,35
INV_002801,PROD_150,FAC_17,51,16,25
INV_002802,PROD_052,FAC_23,40,18,27
INV_002803,PROD_102,FAC_19,34,15,29
INV_002804,PROD_073,FAC_16,44,22,28
INV_002805,PROD_080,FAC_07,57,24,33
INV_002806,PROD_004,FAC_23,57,10,16
INV_002807,PROD_026,FAC_09,48,21,35
INV_002808,PROD_107,FAC_18,49,14,21
INV_002809,PROD_019,FAC_21,35,12,19
INV_002810,PROD_003,FAC_08,46,16,21
INV_002811,PROD_098,FAC_25,52,14,25
INV_002812,PROD_030,FAC_23,50,15,21
INV_002813,PROD_125,FAC_04,43,10,16
INV_002814,PROD_013,FAC_11,58,23,30
INV_002815,PROD_038,FAC_06,47,10,18
INV_002816,PROD_059,FAC_23,33,23,30
INV_002817,PROD_026,FAC_10,43,19,24
INV_002818,PROD_080,FAC_23,53,12,23
INV_002819,PROD_058,FAC_11,58,23,29
INV_002820,PROD_011,FAC_24,46,14,26
INV_002821,PROD_013,FAC_23,30,16,29
INV_002822,PROD_009,FAC_20,45,10,18
INV_002823,PROD_046,FAC_10,50,22,35
INV_002824,PROD_131,FAC_24,58,15,27
INV_002825,PROD_150,FAC_20,51,22,33
INV_002826,PROD_109,FAC_19,38,12,18
INV_002827,PROD_095,FAC_05,43,20,27
INV_002828,PROD_061,FAC_14,30,19,32
INV_002829,PROD_145,FAC_01,46,24,34
INV_002830,PROD_046,FAC_16,32,14,22
INV_002831,PROD_067,FAC_19,58,12,23
INV_002832,PROD_127,FAC_23,57,13,27
INV_002833,PROD_116,FAC_08,50,17,26
INV_002834,PROD_028,FAC_06,53,10,18
INV_002835,PROD_145,FAC_02,45,13,27
INV_002836,PROD_022,FAC_08,59,22,35
INV_002837,PROD_013,FAC_21,46,12,23
INV_002838,PROD_099,FAC_14,35,23,37
INV_002839,PROD_034,FAC_21,51,14,20
INV_002840,PROD_091,FAC_09,54,17,26
INV_002841,PROD_029,FAC_05,55,19,30
INV_002842,PROD_140,FAC_18,57,20,28
INV_002843,PROD_059,FAC_17,43,21,31
INV_002844,PROD_077,FAC_08,33,13,19
INV_002845,PROD_096,FAC_16,47,22,28
INV_002846,PROD_116,FAC_03,35,18,27
INV_002847,PROD_112,FAC_03,47,13,24
INV_002848,PROD_098,FAC_08,49,16,28
INV_002849,PROD_109,FAC_11,48,19,28
INV_002850,PROD_020,FAC_01,57,24,35
INV_002851,PROD_147,FAC_06,38,22,34
INV_002852,PROD_043,FAC_08,52,20,33
INV_002853,PROD_006,FAC_05,57,18,32
INV_002854,PROD_040,FAC_05,45,17,31
INV_002855,PROD_148,FAC_14,59,17,29
INV_002856,PROD_068,FAC_24,59,24,32
INV_002857,PROD_133,FAC_10,53,22,34
INV_002858,PROD_038,FAC_25,46,20,33
INV_002859,PROD_095,FAC_24,41,20,27
INV_002860,PROD_061,FAC_09,39,21,27
INV_002861,PROD_134,FAC_22,46,12,25
INV_002862,PROD_133,FAC_22,33,14,21
INV_002863,PROD_142,FAC_12,45,17,28
INV_002864,PROD_148,FAC_11,41,14,22
INV_002865,PROD_147,FAC_21,55,19,30
INV_002866,PROD_149,FAC_06,44,13,21
INV_002867,PROD_062,FAC_21,30,11,19
INV_002868,PROD_024,FAC_25,51,23,28
INV_002869,PROD_101,FAC_20,47,21,31
INV_002870,PROD_015,FAC_05,44,10,21
INV_002871,PROD_091,FAC_06,56,13,24
INV_002872,PROD_092,FAC_19,37,20,26
INV_002873,PROD_143,FAC_19,41,15,23
INV_002874,PROD_042,FAC_22,38,16,22
INV_002875,PROD_118,FAC_01,56,23,32
INV_002876,PROD_086,FAC_01,44,14,20
INV_002877,PROD_068,FAC_03,34,20,33
INV_002878,PROD_031,FAC_13,37,24,33
INV_002879,PROD_040,FAC_12,46,11,20
INV_002880,PROD_039,FAC_05,58,11,17
INV_002881,PROD_109,FAC_20,57,22,28
INV_002882,PROD_035,FAC_25,40,23,28
INV_002883,PROD_074,FAC_05,40,20,26
INV_002884,PROD_116,FAC_14,46,21,32
INV_002885,PROD_119,FAC_23,31,13,19
INV_002886,PROD_149,FAC_09,50,16,24
INV_002887,PROD_117,FAC_15,35,14,26
INV_002888,PROD_076,FAC_09,43,20,26
INV_002889,PROD_064,FAC_20,33,21,27
INV_002890,PROD_026,FAC_07,30,10,23
INV_002891,PROD_010,FAC_01,37,12,25
INV_002892,PROD_021,FAC_02,55,16,25
INV_002893,PROD_067,FAC_06,34,14,21
INV_002894,PROD_131,FAC_07,58,10,15
INV_002895,PROD_003,FAC_10,43,12,19
INV_002896,PROD_028,FAC_10,54,19,26
INV_002897,PROD_005,FAC_07,44,21,29
INV_002898,PROD_017,FAC_25,43,11,18
INV_002899,PROD_088,FAC_17,50,24,36
INV_002900,PROD_068,FAC_05,42,20,31
INV_002901,PROD_147,FAC_14,31,21,34
INV_002902,PROD_066,FAC_24,50,10,18
INV_002903,PROD_062,FAC_09,41,10,16
INV_002904,PROD_007,FAC_25,41,15,20
INV_002905,PROD_024,FAC_14,52,14,24
INV_002906,PROD_058,FAC_08,45,13,20
INV_002907,PROD_076,FAC_10,55,14,19
INV_002908,PROD_128,FAC_16,36,10,19
INV_002909,PROD_069,FAC_18,41,10,15
INV_002910,PROD_092,FAC_14,47,23,33
INV_002911,PROD_107,FAC_10,41,13,25
INV_002912,PROD_027,FAC_20,40,19,30
INV_002913,PROD_096,FAC_02,34,13,18
INV_002914,PROD_110,FAC_06,52,24,38
INV_002915,PROD_149,FAC_19,58,14,26
INV_002916,PROD_043,FAC_03,34,15,21
INV_002917,PROD_056,FAC_25,55,18,27
INV_002918,PROD_091,FAC_11,50,10,16
INV_002919,PROD_096,FAC_14,31,13,18
INV_002920,PROD_125,FAC_12,58,10,16
INV_002921,PROD_001,FAC_16,52,22,34
INV_002922,PROD_069,FAC_08,48,21,32
INV_002923,PROD_045,FAC_05,43,15,22
INV_002924,PROD_133,FAC_11,58,12,23
INV_002925,PROD_042,FAC_01,48,22,35
INV_002926,PROD_100,FAC_12,51,18,24
INV_002927,PROD_133,FAC_16,44,22,31
INV_002928,PROD_009,FAC_22,54,24,35
INV_002929,PROD_142,FAC_17,47,12,23
INV_002930,PROD_138,FAC_24,38,13,18
INV_002931,PROD_016,FAC_13,34,21,31
INV_002932,PROD_050,FAC_20,41,18,29
INV_002933,PROD_027,FAC_08,36,24,30
INV_002934,PROD_052,FAC_25,57,17,25
INV_002935,PROD_052,FAC_13,46,19,25
INV_002936,PROD_130,FAC_11,43,18,24
INV_002937,PROD_011,FAC_01,46,13,24
INV_002938,PROD_075,FAC_25,30,19,26
INV_002939,PROD_060,FAC_23,55,15,23
INV_002940,PROD_124,FAC_13,58,10,18
INV_002941,PROD_110,FAC_07,39,12,17
INV_002942,PROD_090,FAC_23,49,17,27
INV_002943,PROD_030,FAC_11,49,22,33
INV_002944,PROD_009,FAC_17,52,18,26
INV_002945,PROD_095,FAC_13,32,13,24
INV_002946,PROD_094,FAC_25,54,12,17
INV_002947,PROD_014,FAC_19,40,13,26
INV_002948,PROD_055,FAC_25,47,23,35
INV_002949,PROD_064,FAC_19,45,17,23
INV_002950,PROD_073,FAC_10,45,21,29
INV_002951,PROD_054,FAC_24,39,13,25
INV_002952,PROD_087,FAC_07,49,19,30
INV_002953,PROD_097,FAC_15,55,10,19
INV_002954,PROD_128,FAC_19,47,15,26
INV_002955,PROD_035,FAC_10,54,23,29
INV_002956,PROD_101,FAC_15,41,20,33
INV_002957,PROD_049,FAC_10,42,22,31
INV_002958,PROD_123,FAC_08,30,12,19
INV_002959,PROD_138,FAC_14,40,23,30
INV_002960,PROD_039,FAC_06,39,13,22
INV_002961,PROD_015,FAC_01,41,10,16
INV_002962,PROD_063,FAC_23,55,18,24
INV_002963,PROD_089,FAC_20,39,20,28
INV_002964,PROD_136,FAC_08,52,11,24
INV_002965,PROD_049,FAC_03,35,22,29
INV_002966,PROD_017,FAC_06,46,18,29
INV_002967,PROD_041,FAC_07,33,14,19
INV_002968,PROD_107,FAC_11,50,12,22
INV_002969,PROD_003,FAC_09,43,19,28
INV_002970,PROD_047,FAC_21,47,12,17
INV_002971,PROD_049,FAC_19,43,11,16
INV_002972,PROD_116,FAC_01,44,12,23
INV_002973,PROD_051,FAC_06,44,13,24
INV_002974,PROD_126,FAC_20,51,23,35
INV_002975,PROD_089,FAC_08,38,11,19
INV_002976,PROD_097,FAC_02,53,17,23
INV_002977,PROD_005,FAC_01,56,19,28
INV_002978,PROD_066,FAC_18,34,15,23
INV_002979,PROD_133,FAC_15,34,18,23
INV_002980,PROD_022,FAC_10,57,20,34
INV_002981,PROD_005,FAC_23,57,20,25
INV_002982,PROD_050,FAC_04,54,19,24
INV_002983,PROD_032,FAC_02,32,20,26
INV_002984,PROD_030,FAC_20,59,13,22
INV_002985,PROD_036,FAC_15,32,13,18
INV_002986,PROD_103,FAC_19,36,20,30
INV_002987,PROD_128,FAC_11,58,20,25
INV_002988,PROD_097,FAC_21,39,20,31
INV_002989,PROD_002,FAC_16,42,21,29
INV_002990,PROD_076,FAC_04,36,10,24
INV_002991,PROD_109,FAC_15,41,19,28
INV_002992,PROD_076,FAC_25,40,22,32
INV_002993,PROD_022,FAC_16,49,23,37
INV_002994,PROD_145,FAC_19,37,11,25
INV_002995,PROD_144,FAC_09,30,13,25
INV_002996,PROD_042,FAC_25,48,12,19
INV_002997,PROD_104,FAC_17,41,20,34
INV_002998,PROD_014,FAC_09,44,13,24
INV_002999,PROD_097,FAC_17,44,24,35
INV_003000,PROD_144,FAC_23,47,20,26
INV_003001,PROD_063,FAC_08,41,10,16
INV_003002,PROD_079,FAC_16,48,11,18
INV_003003,PROD_013,FAC_24,40,14,19
INV_003004,PROD_008,FAC_21,43,22,35
INV_003005,PROD_025,FAC_16,59,23,30
INV_003006,PROD_046,FAC_05,50,21,27
INV_003007,PROD_101,FAC_07,36,23,30
INV_003008,PROD_060,FAC_12,40,12,17
INV_003009,PROD_028,FAC_13,49,14,23
INV_003010,PROD_013,FAC_06,32,12,20
INV_003011,PROD_014,FAC_11,37,23,28
INV_003012,PROD_002,FAC_06,40,21,33
INV_003013,PROD_014,FAC_07,41,20,25
INV_003014,PROD_145,FAC_22,49,10,15
INV_003015,PROD_023,FAC_15,46,13,21
INV_003016,PROD_072,FAC_17,48,13,27
INV_003017,PROD_024,FAC_07,45,19,30
INV_003018,PROD_019,FAC_17,45,12,21
INV_003019,PROD_001,FAC_09,42,16,30
INV_003020,PROD_021,FAC_12,31,15,27
INV_003021,PROD_137,FAC_03,34,20,32
INV_003022,PROD_013,FAC_07,44,21,26
INV_003023,PROD_069,FAC_25,48,16,22
INV_003024,PROD_047,FAC_18,58,23,28
INV_003025,PROD_135,FAC_23,54,17,31
INV_003026,PROD_129,FAC_11,30,18,27
INV_003027,PROD_148,FAC_22,52,18,23
INV_003028,PROD_081,FAC_12,53,15,24
